Plugin ID,CVE_x,CVSS,Risk,Host,Port,CVSS.1,弱點名稱,問題描述,建議解決方式,CVE_y,CVSS v2.0 Base Score,Protocol,Name,Synopsis,Description,Solution,See Also,Plugin Output
85582,,7.5,Medium,192.168.31.243,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.31.243:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.31.243/web/guest/tw/websys/webArch/aboutWim.cgi
  - http://192.168.31.243/web/guest/tw/websys/webArch/authForm.cgi
  - http://192.168.31.243/web/guest/tw/websys/webArch/header.cgi
  - http://192.168.31.243/web/guest/tw/websys/webArch/topPage.cgi
  - http://192.168.31.243/web/guest/tw/websys/webArch/waSearchFirst.cgi
  - http://192.168.31.243/web/guest/tw/websys/webArch/waSearchResult.cgi
"
12218,,5,Medium,192.168.32.247,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.32.247:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : 1IEHOME1.local.

  - Advertised services :
    o Service name      : RICOH Aficio MP 5002 [00267349F22F]._pdl-datastream._tcp.local.
      Port number       : 9100
    o Service name      : RICOH Aficio MP 5002 [00267349F22F]._printer._tcp.local.
      Port number       : 515
    o Service name      : RICOH Aficio MP 5002 [00267349F22F]._ipp._tcp.local.
      Port number       : 631
    o Service name      : RICOH Aficio MP 5002 [00267349F22F]._http._tcp.local.
      Port number       : 80

"
42263,,8,Medium,192.168.32.247,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.32.247:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

 Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
76474,,8,Medium,192.168.32.247,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.32.247:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1383
"
85582,,7.5,Medium,192.168.32.247,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.32.247:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.32.247/web/guest/en/websys/webArch/aboutWim.cgi
  - http://192.168.32.247/web/guest/en/websys/webArch/authForm.cgi
  - http://192.168.32.247/web/guest/en/websys/webArch/header.cgi
  - http://192.168.32.247/web/guest/en/websys/webArch/topPage.cgi
  - http://192.168.32.247/web/guest/en/websys/webArch/waSearchFirst.cgi
  - http://192.168.32.247/web/guest/en/websys/webArch/waSearchResult.cgi
"
42263,,8,Medium,192.168.35.55,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.35.55:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

RICOH Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
76474,,8,Medium,192.168.35.55,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.35.55:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1374
"
85582,,7.5,Medium,192.168.36.200,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.36.200:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.36.200/web/guest/tw/websys/webArch/aboutWim.cgi
  - http://192.168.36.200/web/guest/tw/websys/webArch/authForm.cgi
  - http://192.168.36.200/web/guest/tw/websys/webArch/header.cgi
  - http://192.168.36.200/web/guest/tw/websys/webArch/topPage.cgi
  - http://192.168.36.200/web/guest/tw/websys/webArch/waSearchFirst.cgi
  - http://192.168.36.200/web/guest/tw/websys/webArch/waSearchResult.cgi
"
76474,,8,Medium,192.168.37.220,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.37.220:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1387
"
85582,,7.5,Medium,192.168.37.220,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.37.220:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.37.220/web/guest/tw/websys/webArch/aboutWim.cgi
  - http://192.168.37.220/web/guest/tw/websys/webArch/authForm.cgi
  - http://192.168.37.220/web/guest/tw/websys/webArch/header.cgi
  - http://192.168.37.220/web/guest/tw/websys/webArch/topPage.cgi
  - http://192.168.37.220/web/guest/tw/websys/webArch/waSearchFirst.cgi
  - http://192.168.37.220/web/guest/tw/websys/webArch/waSearchResult.cgi
"
12218,,5,Medium,192.168.38.200,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.38.200:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : RNP002673BE7606.local.

  - Advertised services :
    o Service name      : RICOH MP C2003 [002673BE7606]._http._tcp.local.
      Port number       : 80

"
42263,,8,Medium,192.168.38.200,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.38.200:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

RICOH Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
76474,,8,Medium,192.168.38.200,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.38.200:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1388
"
51192,,7.5,Medium,192.168.39.250,631,7.5,SSL Certificate Cannot Be Trusted,加密連線使用的數位憑證(Certificate)並不受到信任。這可能是因為伺服器提供無效的憑證或是簽署環節出現問題。 相關資訊：192.168.39.250:631。,建議重新簽署新的數位憑證。,,6.4,tcp,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : C=CountryName/ST=StateName/O=OrganizationName/OU=OrganizationUnit/CN=MFP13998779/E=user@mail.com/L=LocalityName
|-Issuer  : C=CountryName/ST=StateName/O=OrganizationName/OU=OrganizationUnit/CN=MFP13998779/E=user@mail.com/L=LocalityName
"
57582,,7.5,Medium,192.168.39.250,631,7.5,SSL Self-Signed Certificate,主機的數位憑證為自行簽署(Self_Signed)，而並非由公認之電子商務認證授權機構所發布。 相關資訊：192.168.39.250:631。,建議重新簽署新的數位憑證，正式環境應使用公認之數位認證授權機構所發布的電子憑證。如內網需使用自簽憑證，建議自行架設Root CA來簽發憑證，並將Root CA的憑證匯入使用。(註：內網環境可依實際網路管控政策調整風險程度),,6.4,tcp,SSL Self-Signed Certificate,"The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.",Purchase or generate a proper SSL certificate for this service.,,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : C=CountryName/ST=StateName/O=OrganizationName/OU=OrganizationUnit/CN=MFP13998779/E=user@mail.com/L=LocalityName
"
76474,,8,Medium,192.168.39.250,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.39.250:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 787
"
51192,,7.5,Medium,192.168.40.249,443,7.5,SSL Certificate Cannot Be Trusted,加密連線使用的數位憑證(Certificate)並不受到信任。這可能是因為伺服器提供無效的憑證或是簽署環節出現問題。 相關資訊：192.168.40.249:443。,建議重新簽署新的數位憑證。,,6.4,tcp,SSL Certificate Cannot Be Trusted,The SSL certificate for this service cannot be trusted.,"The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.",Purchase or generate a proper SSL certificate for this service.,"https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : CN=SHARP MX-M3050/C=JP
|-Issuer  : CN=SHARP MX-M3050/C=JP
"
57582,,7.5,Medium,192.168.40.249,443,7.5,SSL Self-Signed Certificate,主機的數位憑證為自行簽署(Self_Signed)，而並非由公認之電子商務認證授權機構所發布。 相關資訊：192.168.40.249:443。,建議重新簽署新的數位憑證，正式環境應使用公認之數位認證授權機構所發布的電子憑證。如內網需使用自簽憑證，建議自行架設Root CA來簽發憑證，並將Root CA的憑證匯入使用。(註：內網環境可依實際網路管控政策調整風險程度),,6.4,tcp,SSL Self-Signed Certificate,"The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.",Purchase or generate a proper SSL certificate for this service.,,"
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=SHARP MX-M3050/C=JP
"
76474,,8,Medium,192.168.40.249,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.40.249:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 2030
"
104743,,8.1,Medium,192.168.40.249,443,8.1,TLS Version 1.0 Protocol Detection,遠端主機被偵測到支援TLSv 1.0的加密通訊協定。 相關資訊：192.168.40.249:443。,建議變更相關網路服務設定值，關閉TLS 1.0的支援，並開啟TLS 1.2、TLS 1.3之安全版本的協定。,,6.1,tcp,TLS Version 1.0 Protocol Detection,The remote service encrypts traffic using an older version of TLS.,"The remote service accepts connections encrypted using TLS 1.0. TLS 1.0 has a
number of cryptographic design flaws. Modern implementations of TLS 1.0
mitigate these problems, but newer versions of TLS like 1.2 and 1.3 are
designed against these flaws and should be used whenever possible.

As of March 31, 2020, Endpoints that arent enabled for TLS 1.2
and higher will no longer function properly with major web browsers and major vendors.

PCI DSS v3.2 requires that TLS 1.0 be disabled entirely by June 30,
2018, except for POS POI terminals (and the SSL/TLS termination
points to which they connect) that can be verified as not being
susceptible to any known exploits.","Enable support for TLS 1.2 and 1.3, and disable support for TLS 1.0.",https://tools.ietf.org/html/draft-ietf-tls-oldversions-deprecate-00,TLSv1 is enabled and the server supports at least one cipher.
157288,,8,Medium,192.168.40.249,443,8,TLS Version 1.1 Deprecated Protocol,遠端服務使用較舊的 TLS 版本(TLS 1.1)加密傳輸的資料。 相關資訊：192.168.40.249:443。,啟用 TLS 1.2 與/或 1.3 支援，並停用 TLS 1.1 支援。,,6.1,tcp,TLS Version 1.1 Deprecated Protocol,The remote service encrypts traffic using an older version of TLS.,"The remote service accepts connections encrypted using TLS 1.1. TLS 1.1 lacks support for current and recommended
cipher suites. Ciphers that support encryption before MAC computation, and authenticated encryption modes such as GCM
cannot be used with TLS 1.1

As of March 31, 2020, Endpoints that are not enabled for TLS 1.2 and higher will no longer function properly with major
web browsers and major vendors.","Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.","https://datatracker.ietf.org/doc/html/rfc8996
http://www.nessus.org/u?c8ae820d",TLSv1.1 is enabled and the server supports at least one cipher.
76474,,8,Medium,192.168.41.224,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.41.224:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 2203
"
12218,,5,Medium,192.168.42.201,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.42.201:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : RNP002673D3F0E9.local.

  - Advertised services :
    o Service name      : RICOH MP C3504 [002673D3F0E9]._pdl-datastream._tcp.local.
      Port number       : 9100
    o Service name      : RICOH MP C3504 [002673D3F0E9]._printer._tcp.local.
      Port number       : 515
    o Service name      : RICOH MP C3504 [002673D3F0E9]._http._tcp.local.
      Port number       : 80

"
